what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397369713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1454397369731
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1454397373202
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1454397377001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397387943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397389610
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1454397393837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397397574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397758052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1454397758070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397762717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397765139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397768922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397770854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397772156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397773538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397784820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397831708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1454397831732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397833475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397867671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397870637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397910760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1454397910777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397919024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397922856
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1454397922910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454397927508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454398303436
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1454398304594
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1454398310167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454398326650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399125618
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1454399126211
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1454399130130
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1454399130776
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1454399130785
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1454399130829
started,bundle,OpenExplorer,1.0.0,"OpenExplorer",1454399131315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399131933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399133780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399137838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399181683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399186543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399187324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399188656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399209785
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1454399219536
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1454399219585
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1454399223866
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1454399224689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399227474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399246806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1454399246826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399249371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1454399269417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1454399269433
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1454399270822
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1454399271973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1454399276572
